prompt_id,job_type,status,start_utc,end_utc,exec_seconds,model,loras,width,height,megapixels,steps,reference_image,edit,model_swap,cached_nodes,cache_replay,output_file,in_book
a1556568-cdcd-4d53-a888-32d531da8e1e,klein_ref,success,2026-09-26T12:11:06.755+00:00,2026-09-26T12:11:23.392+00:00,16.64,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00551_.png,False
d54232de-eee6-4369-a6e3-b4e8dc7fe4de,qwen_edit,success,2026-09-26T12:11:32.866+00:00,2026-09-26T12:12:29.426+00:00,56.56,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00223_.png,True
8e2c5537-7234-4d87-8277-4cca13c497d6,klein,success,2026-09-26T12:12:45.416+00:00,2026-09-26T12:12:58.933+00:00,13.52,flux-2-klein-4b.safetensors,,1344,768,1.03,4,False,False,True,0,False,halo_klein_00179_.png,False
546758b0-99a3-44b9-93b4-e9a59fff1c1e,qwen_edit,success,2026-09-26T12:13:13.142+00:00,2026-09-26T12:14:10.136+00:00,56.99,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00224_.png,True
09949710-e45e-40bc-9a1e-efc8ee293103,klein_ref,success,2026-09-26T12:14:23.300+00:00,2026-09-26T12:14:45.398+00:00,22.1,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00552_.png,False
87842591-ac84-49e0-9bc7-904fc46407f9,qwen_edit,success,2026-09-26T12:14:58.097+00:00,2026-09-26T12:15:54.763+00:00,56.67,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00225_.png,True
c2447905-31fc-482b-b875-f5bff5424e05,klein,success,2026-09-26T12:16:07.699+00:00,2026-09-26T12:16:20.726+00:00,13.03,flux-2-klein-4b.safetensors,,1344,768,1.03,4,False,False,True,0,False,halo_klein_00180_.png,False
b801a9be-4f2d-4a8c-a2d7-a578c14cbcc2,qwen_edit,success,2026-09-26T12:16:33.448+00:00,2026-09-26T12:17:32.079+00:00,58.63,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00226_.png,True
58bb8060-294b-40e0-a653-dfc37fd38034,klein,success,2026-09-26T12:17:43.916+00:00,2026-09-26T12:17:57.630+00:00,13.71,flux-2-klein-4b.safetensors,,1344,768,1.03,4,False,False,True,0,False,halo_klein_00181_.png,True
06a188ba-41bc-4a93-b606-0c91eb9902c0,klein_ref,success,2026-09-26T12:18:47.530+00:00,2026-09-26T12:19:04.262+00:00,16.73,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00553_.png,False
856d310d-4427-4a3b-9773-06971b7c5aab,qwen_edit,success,2026-09-26T12:19:15.651+00:00,2026-09-26T12:20:11.421+00:00,55.77,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00227_.png,True
1c1944e8-e789-489a-8794-e22d1f580500,klein_ref,success,2026-09-26T12:20:26.257+00:00,2026-09-26T12:20:47.889+00:00,21.63,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00554_.png,False
43253ecd-8873-478b-af61-7ca2610a4829,qwen_edit,success,2026-09-26T12:20:59.606+00:00,2026-09-26T12:21:56.774+00:00,57.17,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00228_.png,True
fdf4b253-7de1-4aa4-98e5-fba51cbb6514,klein_ref,success,2026-09-26T12:22:11.955+00:00,2026-09-26T12:22:32.881+00:00,20.93,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00555_.png,False
932092f4-e6f8-48f1-afa6-7d9ebc3ae69f,qwen_edit,success,2026-09-26T12:22:44.993+00:00,2026-09-26T12:23:40.652+00:00,55.66,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00229_.png,False
56379a06-9b5a-4d6c-a1d8-9ff9eaf31947,klein_ref,success,2026-09-26T12:24:05.607+00:00,2026-09-26T12:24:27.015+00:00,21.41,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00556_.png,False
